KODE,KATEGORI OBJEK,TAHUN LELANG,PROVINSI,KOTA,KPKNL,kategori_lokasi_jan_jun,kategori_lokasi_jul_des,MEREK,TIPE,TAHUN PEMBUATAN,WARNA, HARGA LAKU 
UFETKZ,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Suzuki,FL 125 RCD,2008,Hitam Merah,5199999
9KI8CE,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Suzuki,FL 125 RCD,2008,Hitam Merah,5428500
G910DT,Mobil ,2022,NUSA TENGGARA BARAT,KOTA MATARAM,KPKNL Mataram,3,3,Daihatsu,Xenia F 600,2006,Biru Muda Metalik,47580000
C8XXSA,Mobil ,2022,NUSA TENGGARA BARAT,KOTA MATARAM,KPKNL Mataram,3,3,Mitsubishi,L 300,2006,Putih,44188888
HXLZXC,Motor ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Honda,Beat 110 cc,2016,Putih Kombinasi Biru,7654321
EFDTIV,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Honda,GL 200 D ,2007,Biru,5430000
YLQTRA,Motor ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Honda,Scoopy,2018,Abu - abu ,7897899
EXMODN,Motor ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Honda,Scoopy,2018,Hitam,9000000
K7YCVF,Motor ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Honda,Beat 110 cc,2018,Hitam Strip Kuning,6777999
W2IXQD,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Yamaha,RX King,2017,-,32500000
KUHXJZ,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Yamaha,RX King,2007,-,16888888
AP7ZK5,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Yamaha,RX King,2007,-,14235000
IK5BM9,Motor ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Honda,Scoopy,2017,Abu - abu ,6789789
F0IRBX,Motor ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Honda,Scoopy,2018,Merah Hitam,6789789
0AMZLK,Motor ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Yamaha,Mio Soul GT,2016,Putih Kombinasi Hitam,3555000
WJEUUO,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Yamaha,RX King,2007,-,11156559
4PHDVK,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Yamaha,RX King,2007,-,11121999
IH0NQZ,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Honda,GL 200,2006,Hitam,4609000
JQTF6Q,Mobil ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Suzuki,Carry,2012,Hitam,40555999
LRWXHW,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Yamaha,RX King,2007,-,11255569
QUOD1E,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Yamaha,RX King,2007,-,14001000
WCVI84,Motor ,2022,SULAWESI TENGGARA,KOTA KENDARI,KPKNL Kendari,3,3,Honda,Revo 110cc,2008,Biru Putih,5200000
RTRFOD,Motor ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Kawasaki,Ninja,2013,Putih,9898989
JAAOQO,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Yamaha,RX King,2007,-,11256789
SYI6OX,Mobil ,2022,SULAWESI TENGGARA,KOTA KENDARI,KPKNL Kendari,3,3,Toyota,Avanza 1.3 G,2008,Silver Metalik,71000000
AF7Y8L,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Yamaha,RX King,2007,-,10119999
OXYJFZ,Motor ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Honda,Scoopy,2018,Hitam,8500000
96A2WF,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Honda,GL 200 D,2006,Hitam,8000000
UDYNHT,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Yamaha,RX King,2007,-,15200000
8YDRKX,Motor ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Honda,GL 200 D,2007,Hitam,6666667
SATKBV,Motor ,2022,JAWA TIMUR,KABUPATEN SUMENEP,KPKNL Pamekasan,3,3,Kawasaki,Ninja,2014,Hijau,14999990
SFZCP3,Mobil ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Mitsubishi,Double KBN L200 2.5 GLS,2006,-,82222222
KNNH4L,Mobil ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Ford,Ranger 2.5 LXLT M/T,2011,Silver,75999999
1MECHO,Mobil ,2022,SUMATERA UTARA,KOTA MEDAN,KPKNL Medan,1,1,Toyota,Innova V.2.0,2006,-,85999999
4EI69M,Mobil ,2022,KALIMANTAN TIMUR,KOTA SAMARINDA,KPKNL Samarinda,3,3,Toyota,Avanza G,2005,Biru Metalik,63000000
OITN7Y,Mobil ,2022,KALIMANTAN TIMUR,KOTA SAMARINDA,KPKNL Samarinda,3,3,Toyota,Avanza G,2005,Biru Metalik,51000000
CFMFMQ,Mobil ,2022,KALIMANTAN TIMUR,KOTA SAMARINDA,KPKNL Samarinda,3,3,Toyota,Avanza G,2005,Silver Metalik,66000000
DFTIKU,Mobil ,2022,JAWA BARAT,KOTA BOGOR,KPKNL Bogor,1,4,Toyota,Corolla Altis 1.8 G,2008,Hitam Metalik,98999999
QDV8XN,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Yamaha,Vega,2000,Hitam,2543219
3A0HUD,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Suzuki,Econos A 100,2001,Hitam,775000
YAJASC,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Suzuki,Econos A 100,2000,Hitam,950000
NOALJ7,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Kirana ND 125,2003,Hijau,2555555
HRY9PG,Mobil ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Mitsubishi,FE 334,2005,Hijau Kombinasi Abu,37999999
JY0UPG,Mobil ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Mitsubishi,FE 449 BC,2005,Hijau Kombinasi Abu,57999999
H93JUV,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Yamaha,Vega,2000,Hijau,3799999
528UGZ,Mobil ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Mitsubishi,Kuda,2004,Hitam,36888999
XTVM4G,Mobil ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Toyota,Kijang  GRD KF 83 LG,2000,Biru Metalik,53345000
YREYMD,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Suzuki,Shogun,2002,Silver Hitam,2189999
YGFAAS,Mobil ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Mitsubishi,Kuda VB2W MT,2005,Merah Silver,47888999
ASQYGE,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Suzuki,Econos A 100,2000,Hitam,2300000
5V41PN,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Suzuki,Econos A 100,2001,Hitam,1250055
SDIAG8,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Win MCB 97 cc,1995,Hitam,4123000
ZQVXPR,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Kirana ND 125,2004,Hijau,2020202
J9LQSF,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Kirana ND 125,2003,Hijau,1888888
SDTPAI,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Kirana ND 125,2004,Hijau,2890000
TOFURE,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Suzuki,Tornado,1999,Hitam,900000
WP6RJX,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Kirana ND 125,2003,Hijau,1739999
EJ6RBY,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Kirana ND 125,2004,Hijau,1996000
SBP3E2,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Suzuki,A 100,2000,Hitam,2300000
H3CFIV,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Kirana ND 125,2004,Hijau,2333333
AC41PN,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Suzuki,Tornado,2004,Hitam,1010000
T7PONA,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Kirana ND 125,2004,Hijau,3000000
4AVGRA,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Kirana ND 125,2004,Hijau,2500000
PEZZ9W,Motor ,2022,DKI JAKARTA,KOTA JAKARTA SELATAN,KPKNL Jakarta II,2,2,Honda,Kirana ND 125,2004,Hijau,2377777
RZYQ0C,Motor ,2022,JAWA TIMUR,KABUPATEN MALANG,KPKNL Malang,1,3,Honda,GL 100K ,1992,Hitam,5999999
SLOZOI,Mobil ,2022,JAWA TENGAH,KOTA SURAKARTA,KPKNL Surakarta,3,3,Toyota,Land Cruiser,1981,Hijau,153000000
1DIZVT,Mobil ,2022,JAWA TENGAH,KOTA SURAKARTA,KPKNL Surakarta,3,3,Daihatsu,Taft Rocky F70 RY,1985,Hijau,63456789
PYUWOH,Mobil ,2022,JAWA TENGAH,KOTA SURAKARTA,KPKNL Surakarta,3,3,Daihatsu,Taft F50RV,1982,Dark Blue,62200000
HBNEN2,Motor ,2022,DKI JAKARTA,KOTA JAKARTA PUSAT,KPKNL Jakarta I,2,2,Honda,Vario 110 cc,2009,Hitam Silver,4175000
LDPB2O,Motor ,2022,MALUKU,KOTA TUAL,KPKNL Ambon,3,3,Yamaha,RX King,2003,Hitam,6123456
RGQLA5,Mobil ,2022,MALUKU,KOTA TUAL,KPKNL Ambon,3,3,Toyota,Avanza 1300 ,2004,-,22789999
C34CEU,Motor ,2022,MALUKU,KOTA TUAL,KPKNL Ambon,3,3,Yamaha,RX King ,2004,-,5666666
SPFK5X,Motor ,2022,KALIMANTAN UTARA,KABUPATEN TANA TIDUNG,KPKNL Tarakan,3,3,Yamaha,Jupiter Z CW ,2010,Merah Maroon,1600000
MFHN4S,Motor ,2022,BALI,KABUPATEN KLUNGKUNG,KPKNL Denpasar,3,3,Suzuki,Thunder 125,2009,Cokelat Muda,1890000
5MHZHN,Mobil ,2022,BALI,KABUPATEN KLUNGKUNG,KPKNL Denpasar,3,3,Mitsubishi,L 300,2009,Cokelat Muda,52525252
MCF9WY,Motor ,2022,BALI,KABUPATEN KLUNGKUNG,KPKNL Denpasar,3,3,Suzuki,Thunder 125,2009,Cokelat Muda,2139990
JV6HOU,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Yamaha,Vega R New   ,2008,Perak,2456789
HS7CN2,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Honda,NF 125 TD   ,2010,Hitam,2678989
NGUWL6,Mobil ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Ford,Everest 2.5 L 10 S,2009,Hitam,27899999
D9FXUG,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Honda,GLM II   ,2003,Hitam,6125000
KV7MK4,Mobil ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Toyota,Fortuner   ,2009,Abu - abu ,127100000
N4FOWD,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Suzuki,Smash   ,2004,Biru,1567899
GYJO1R,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Honda,Supra Fit Disc NF 100 D,2007,Biru,2789789
X6Q59I,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Honda,NF125 SD   ,2006,Putih Biru,3567899
CMJKUO,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Suzuki,Smash   ,2004,Biru,1123456
ZQ49JY,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Yamaha,Jupiter Z New   ,2008,Biru Hitam,5775000
RUVUXQ,Motor ,2022,KALIMANTAN BARAT,KABUPATEN KAYONG UTARA,KPKNL Pontianak,3,3,Honda,NF 100 SL 100 cc,2006,Hitam,3300000
S1UYOH,Mobil ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Ford,Everest 2.5 L 10 S   ,2009,Hitam,29012345
MTHEV4,Motor ,2022,GORONTALO,KABUPATEN GORONTALO,KPKNL Gorontalo,3,3,Yamaha,RX King,2009,Stone Grey,6536000
A7P5MZ,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Honda,Win 100 cc,2004,Hitam,4125000
BHFFP5,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Honda,NF 125 TD   ,2010,Hitam,2345678
TMCXHZ,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Yamaha,Vega R New   ,2008,Merah,2123456
SKHPG4,Motor ,2022,KALIMANTAN BARAT,KABUPATEN KAYONG UTARA,KPKNL Pontianak,3,3,Honda,NF 12 A1C   ,2012,Merah Hitam,8850000
RLBXHC,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Honda,NF 100   ,2003,Hitam,2567899
AKMCJK,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Honda,NF 125 TD   ,2010,Hitam,2678678
AZ04RE,Motor ,2022,MALUKU UTARA,KOTA TIDORE KEPULAUAN,KPKNL Ternate,3,3,Yamaha,RX King  ,2001,Hitam,8011000
E1KIOC,Mobil ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Ford,Everest 2.5 L 10 S,2009,Hitam,37800000
BEH35O,Mobil ,2022,GORONTALO,KABUPATEN GORONTALO,KPKNL Gorontalo,3,3,Mitsubishi,KUDA,2002,Putih,13275000
8S9LUV,Motor ,2022,MALUKU UTARA,KOTA TIDORE KEPULAUAN,KPKNL Ternate,3,3,Yamaha,Fino      ,2020,Hijau,9209000
8S3MCN,Motor ,2022,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS,KPKNL Palangkaraya,3,3,Yamaha,Vega R New   ,2008,Merah,2300000
SZNAWG,Mobil ,2022,DKI JAKARTA,KOTA JAKARTA PUSAT,KPKNL Jakarta II,2,2,Daihatsu,F 601 Xenia,2005,Biru Metalik,57026999
GIBHIW,Mobil ,2022,DKI JAKARTA,KOTA JAKARTA PUSAT,KPKNL Jakarta II,2,2,Suzuki,APV GC 415V DLX   ,2006,Biru Metalik,47999999
WZO5NQ,Motor ,2022,JAWA BARAT,KABUPATEN GARUT,KPKNL Tasikmalaya,3,3,Suzuki,Mio 125,2018,Merah Maroon,3784700
NEDXBT,Motor ,2022,DI YOGYAKARTA,KABUPATEN SLEMAN,KPKNL Yogyakarta,3,3,Honda,GLP III SPORT   ,2006,Biru,6000500
7UN5BT,Mobil ,2022,JAWA BARAT,KOTA CIMAHI,KPKNL Bandung,1,2,Toyota,Veloz   ,2013,Hitam Metalik,75484244
DURMW6,Motor ,2022,SUMATERA SELATAN,KABUPATEN EMPAT LAWANG,KPKNL Lahat,3,3,Kawasaki,KLX 250 cc,2015,Stone Grey,13695000
VDWOKT,Motor ,2022,SUMATERA SELATAN,KABUPATEN EMPAT LAWANG,KPKNL Lahat,3,3,Kawasaki,KLX 250 cc,2015,Stone Grey,12356000
QWQP1K,Motor ,2022,SUMATERA SELATAN,KABUPATEN EMPAT LAWANG,KPKNL Lahat,3,3,Kawasaki,KLX 250 cc,2015,Stone Grey,12389000
SXJCDJ,Motor ,2022,SUMATERA SELATAN,KABUPATEN EMPAT LAWANG,KPKNL Lahat,3,3,Kawasaki,KLX 250 cc,2015,Stone Grey,10808000
49MZKM,Motor ,2022,SUMATERA SELATAN,KABUPATEN EMPAT LAWANG,KPKNL Lahat,3,3,Kawasaki,KLX 250 cc,2015,Stone Grey,14647000
NKYHBI,Motor ,2022,SUMATERA SELATAN,KABUPATEN EMPAT LAWANG,KPKNL Lahat,3,3,Kawasaki,KLX 250 cc,2015,Stone Grey,10566000
AQSML4,Motor ,2022,SUMATERA SELATAN,KABUPATEN EMPAT LAWANG,KPKNL Lahat,3,3,Kawasaki,KLX 250 cc,2015,Stone Grey,13582000
G4O5AK,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Suzuki,TS 125,2000,-,6001000
Y0TUDK,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Mitsubishi,T 120 SS   ,1997,Hitam,9330000
OAXHU3,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,NF 125 S,2006,Hitam,1448000
O2ZFD8,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,Force one,1995,Hitam,678000
HYQ7AO,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Astrea Grand 100cc,1992,Hitam,737000
71LLTY,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Toyota,Super Kijang ,1988,Hitam,4664000
YFVXKI,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Toyota,Kijang  Super KF 5,1991,Putih,9782000
YGECFQ,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Suzuki,RC 10,1999,-,673000
VODIGJ,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Supra X NF 125 S,2006,-,1371000
L9J2JZ,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Astrea Grand 100cc,1996,Hitam,948000
WIRROB,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Mitsubishi,Colt L 300,1982,Hitam,7762000
IOZQDL,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Mitsubishi,Colt L 300,1992,Hitam,15281000
UXSZDN,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,RX King,1996,Hitam,4104000
INUB3L,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Suzuki,RC 100,1999,-,722000
KRI5LN,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Suzuki,RC 100,1999,-,593000
JEQZH1,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,YT 115,2001,-,4186000
LVYR8M,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Grand Astrea,1996,Hitam,807000
JGT2NS,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Mitsubishi,Kuda GLX,2004,-,15368000
U3LQRG,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Grand Astrea,1995,Hitam,1038000
O02GM4,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Nissan,X Trail 2.5 xt,2004,-,22341000
XWFABA,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Toyota,Corolla SEG 1.8 MT,1999,-,23388000
NYQWVN,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,YT 115,1993,-,1942000
O4VMYP,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Toyota,Corolla SEG 1.8 MT,1999,-,11918000
XEL9SI,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,NF 125 S,2005,-,2202000
0FJHTM,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,V 100 E,2000,-,1528000
8TXVB1,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Kawasaki,Kaze R,2000,-,739000
M3JGJ7,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,NF 100 D,2004,-,3681000
PM6LY9,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,MCB Win,1985,Hitam,803000
N1MIO5,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Suzuki,A 100,1994,-,770000
BOCF6J,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Daihatsu,Jeep Hiline F.69,1988,Hitam,57694000
JDNEBP,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,V 100 E,1999,-,881000
TIWDUO,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,GL Pro 140 cc,1991,Hitam,1024000
JBHRES,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Mitsubishi,Kuda VA1W,2003,-,12061000
ANOX4Q,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,YT 115,2001,-,4812000
9TKHSV,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Suzuki,Shogun ,1999,-,519000
QFRLS0,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,GLM II   ,1997,Hitam,2452000
ET1CRO,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,YT,1995,-,2020000
TDGKZX,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Astrea C100,1997,Hitam,1872000
XIKEGY,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Suzuki,TS 125,2000,-,5153000
PKWZO8,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,V 110 E,1996,-,739000
SAOFY4,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Astrea Legenda/C 100 ML,2003,Hitam,1061000
MEXTF5,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Suzuki,TS 125,2000,-,7001000
UXIWRY,Mobil ,2022,SULAWESI TENGAH,KOTA PALU,KPKNL Palu,3,3,Toyota,Innova G,2012,Hitam,95700000
51GCVS,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,NF 100,1997,-,1240000
6QJXPZ,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,YT 115,2001,-,1612000
SYKMKI,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Toyota,Innova E ,2005,-,48078000
E1YIVX,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Win 100 cc,1993,-,4329000
WHDZP9,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Toyota,Kijang  Super KF 50 L,1989,-,12557000
QTLVLA,Motor ,2022,SUMATERA SELATAN,KABUPATEN OGAN KOMERING ILIR,KPKNL Palembang,3,3,Honda,Win 100 cc,1996,-,2360000
O3EXSR,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Win 100 cc,1985,-,718000
8HYURB,Mobil ,2022,SULAWESI TENGAH,KOTA PALU,KPKNL Palu,3,3,Toyota,Rush,2014,Hitam,95000000
DR8K60,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Toyota,Innova G ,2006,-,78624000
FBGEF2,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Win 100 cc,1985,-,1359000
NOEOSM,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Win 100 cc,1993,-,2654000
1KQJT0,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Win 100 cc,1995,-,2557000
CDL1XN,Mobil ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Toyota,Kijang  KF 50,1992,-,8179000
AHE4DG,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,RX King,1999,-,4720000
QM5LDN,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,NF 100 D,2004,-,2339000
OYJ4YT,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Astrea Legenda/C 100 ML,2003,Hitam,1102000
EBCEOV,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Supra X NF 100 D,2004,-,3042000
AJKFY8,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,NF 100 D,2001,-,696000
CJ4KQP,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,GLM II   ,1997,-,1850000
18C7VV,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,GLM II   ,1997,-,2169000
DR19D2,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Yamaha,YT 115,2001,-,1403000
TSOZKN,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Astrea Legenda/C 100 ML,2003,Hitam,1085000
BENBMT,Motor ,2022,JAMBI,KOTA JAMBI,KPKNL Jambi,3,3,Honda,Astrea Grand 100cc,1998,Hitam,907000
V56Q8C,Mobil ,2022,SULAWESI TENGAH,KOTA PALU,KPKNL Palu,3,3,Toyota,Fortuner   ,2011,Hitam,132000000
K4OFZH,Mobil ,2022,SULAWESI TENGAH,KOTA PALU,KPKNL Palu,3,3,Toyota,Avanza 1300 ,2012,Hitam,66700000
